Name: CCTV13 新闻, URL: http://58.19.244.92:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://114.243.110.0:4000/rtp/239.3.1.124:8128$北京联通组播源, Date: 2024-12-07, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://111.196.135.75:8686/rtp/239.3.1.124:8128$北京联通组播源, Date: 2024-11-17, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://114.243.107.197:8888/rtp/239.3.1.124:8128$北京联通组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://221.220.130.34:9999/rtp/239.3.1.124:8128$北京联通组播源, Date: 2024-10-11, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://221.222.162.206:8888/rtp/239.3.1.124:8128$北京联通组播源, Date: 2024-12-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://111.196.129.152:20000/rtp/239.3.1.124:8128$北京联通组播源, Date: 2024-12-15, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://175.31.21.146:4480/rtp/239.37.0.028:5540$吉林电信组播源, Date: 2024-01-19, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.217.133.6:4022/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.212.254.157:9999/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.213.139.118:19999/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.213.140.99:8123/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://222.211.163.74:8888/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.213.140.54:8123/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.213.133.55:8000/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.221.34.66:8888/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://222.211.139.178:55555/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://182.149.98.239:55555/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://222.212.72.181:8888/rtp/239.93.0.66:5140$四川电信组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.213.139.211:19999/rtp/239.93.0.66:5140$四川电信组播源, Date: 2024-12-28, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.213.133.96:19999/rtp/239.93.0.66:5140$四川电信组播源, Date: 2024-12-28, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://60.26.2.88:7000/rtp/225.1.2.193:5002$天津联通组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://111.165.217.44:50000/rtp/225.1.2.193:5002$天津联通组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://218.69.142.73:4022/rtp/225.1.2.193:5002$天津联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://111.167.149.233:4022/rtp/225.1.2.193:5002$天津联通组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://125.38.229.86:8888/rtp/225.1.2.193:5002$天津联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://117.13.24.126:4022/rtp/225.1.2.193:5002$天津联通组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://60.29.124.66:6080/rtp/225.1.2.193:5002$天津联通组播源, Date: 2024-01-19, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://117.57.78.115:8888/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://223.240.180.139:8888/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2024-12-20, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://117.67.171.248:4022/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.166.209.39:4000/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2025-01-02, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://114.99.158.229:8686/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2024-12-31, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://60.168.95.220:8888/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://223.241.247.214:9901/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2024-02-07, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://61.190.129.195:8686/rtp/238.1.79.35:4392$安徽电信组播源, Date: 2024-02-02, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://144.255.40.31:4022/rtp/239.21.2.3:5002$山东电信组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://139.129.231.228:50060/rtp/239.21.2.3:5002$山东电信组播源, Date: 2024-02-06, Delay: 128 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://47.104.102.192:80/rtp/239.21.2.3:5002$山东电信组播源, Date: 2024-04-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://39.65.42.74:4000/rtp/239.253.254.175:8000$山东联通组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://124.129.11.68:9999/rtp/239.253.254.175:8000$山东联通组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://123.132.233.194:352/rtp/239.253.254.175:8000$山东联通组播源, Date: 2024-12-20, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 128 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV13 新闻, URL: http://221.0.78.198:1681/rtp/239.253.254.175:8000$山东联通组播源, Date: 2024-12-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://222.134.245.16:9901/rtp/239.253.254.175:8000$山东联通组播源, Date: 2024-11-19, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://39.88.45.5:8888/rtp/239.253.254.175:8000$山东联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://221.2.148.205:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://119.163.199.98:9901/rtp/239.253.254.175:8000$山东联通组播源, Date: 2024-12-27, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://221.0.78.26:881/rtp/239.253.254.175:8000$山东联通组播源, Date: 2024-12-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://112.255.69.58:6666/rtp/239.253.254.175:8000$山东联通组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://123.130.84.106:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 284 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1756 ms, Speed: 0.06 M/s, Resolution: 720x576
Name: CCTV13 新闻, URL: http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://110.178.73.104:8083/rtp/239.1.1.20:8020$山西电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://110.183.49.19:808/rtp/239.1.1.20:8020$山西电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://110.177.146.26:888/rtp/239.1.1.20:8020$山西电信组播源, Date: 2024-12-09, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.188.159.128:6000/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://118.81.201.122:8083/rtp/226.0.2.165:9232$山西联通组播源, Date: 2024-12-23, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://60.223.72.146:8001/rtp/226.0.2.165:9232$山西联通组播源, Date: 2024-12-30, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.119.204.225:6000/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://61.134.204.198:8085/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.191.246.140:8085/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.191.227.128:8083/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.191.227.177:8082/rtp/226.0.2.165:9232$山西联通组播源, Date: 2024-12-31, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.184.104.3:8088/rtp/226.0.2.165:9232$山西联通组播源, Date: 2024-12-31, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.185.64.72:8085/rtp/226.0.2.165:9232$山西联通组播源, Date: 2024-12-20, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.188.210.156:8888/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.187.49.61:8888/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://171.117.13.94:9999/rtp/226.0.2.165:9232$山西联通组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.185.66.46:8083/rtp/226.0.2.165:9232$山西联通组播源, Date: 2024-12-14, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://113.65.9.224:4013/rtp/239.253.43.196:5146$广东电信组播源, Date: 2024-12-28, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://14.19.168.64:4022/rtp/239.253.43.196:5146$广东电信组播源, Date: 2024-12-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://61.145.208.25:9090/rtp/239.253.43.196:5146$广东电信组播源, Date: 2024-12-29, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://113.93.55.81:5555/rtp/239.253.43.196:5146$广东电信组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://125.89.163.44:8888/rtp/239.253.43.196:5146$广东电信组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://113.65.9.20:4016/rtp/239.253.43.196:5146$广东电信组播源, Date: 2024-12-27, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://183.33.57.62:8686/rtp/239.253.43.196:5146$广东电信组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13 新闻, URL: http://113.111.17.249:8888/rtp/239.253.43.196:5146$广东电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
